file_line,txn_id,user_id,timestamp,merchant_name,amount,device_id,reject_reason
444335,t_11eed54d677f7130,u_00689,2026-05-27T19:49:23Z,Zelle Transfer Store 811,54.49,d_002818,exact_duplicate
445190,t_66a17d8af00bcf98,u_01009,2026-07-18T13:40:33Z,HILTON #296,96.66,d_001409,exact_duplicate
445598,t_4a172c42a5a40377,u_00958,2026-07-02T05:06:21Z,SQ *COSTCO,15.87,d_001340,exact_duplicate
446601,t_332088bb49037216,u_01540,2026-06-02T05:14:36Z,McDonalds,11.21,d_002151,exact_duplicate
446933,t_6ef328ff50716c2e,u_01788,2026-05-18T05:07:50Z,HOME DEPOT,11.71,d_002506,exact_duplicate
447125,t_19e30e5b8e27177f,u_01290,2026-05-07T14:44:36Z,eBay,11.73,d_001803,exact_duplicate
448442,t_454341b357cc742c,u_00742,2026-06-06T19:58:43Z,AMC THEATRES CA,17.39,d_001039,exact_duplicate
450125,t_0882bd0de882384f,u_00314,2026-07-07T13:16:02Z,7-Eleven Store 844,2.83,d_000432,exact_duplicate
451419,t_268c851a42783b6b,u_00981,2026-06-29T07:59:59Z,Costco Store 716,15.44,d_001369,exact_duplicate
451645,t_36a102f15cb98c9a,u_00848,2026-06-12T15:55:09Z,Ulta,3.9,d_001185,exact_duplicate
452724,t_402a5ad66d0a678c,u_01957,2026-06-25T02:36:04Z,GRUBHUB HTTPSWWW,4.8,d_002743,exact_duplicate
453268,t_1ff06c3d376cd02b,u_01730,2026-05-18T22:03:36Z,Whole Foods,52.83,d_002423,exact_duplicate
453596,t_0386849df416941e,u_00692,2026-05-15T13:22:11Z,Target,40.58,d_000974,exact_duplicate
457068,t_575e71407e71fa3b,u_01264,2026-05-05T11:49:11Z,Apple,27.19,d_001770,exact_duplicate
459708,t_3aac1384878e2ede,u_00944,2026-07-19T23:47:09Z,REI,101.6,d_001320,exact_duplicate
461025,t_2a74af653431cd34,u_00662,2026-07-09T21:40:28Z,Trader Joes,,d_000934,missing_or_invalid_amount
461396,t_7217c07424061223,u_00255,2026-06-02T13:58:03Z,Chipotle,126.83,d_000355,exact_duplicate
461825,t_4359e596e91ba839,u_00321,2026-05-20T17:30:32Z,Lululemon,130.71,d_000442,exact_duplicate
463675,t_1bae7daef1af4fa0,u_01821,2026-05-14T21:22:31Z,Spotify,28.23,d_002554,exact_duplicate
464071,t_332e6e0e7b0443ed,u_00554,2026-06-08T18:10:23Z,Walmart,53.1,d_000776,exact_duplicate
464138,t_1e2a29b19ee679bf,u_01706,2026-06-30T14:41:50Z,PlayStation,39.33,d_002388,exact_duplicate
464149,t_0574aed2298ebd38,u_00189,2026-05-07T03:38:07Z,AIRBNB,52.36,d_000263,exact_duplicate
464717,t_180e7e5b8d6b25f7,u_01290,2026-06-22T17:46:45Z,Whole Foods Store 257,265.33,d_001803,exact_duplicate
464780,t_521d7c5599033576,u_01578,2026-05-16T20:39:52Z,Home Depot,9.82,d_002204,exact_duplicate
465274,t_3c7afa57d73e1082,u_01140,2026-07-31T23:47:14Z,Walmart,64.76,d_001600,exact_duplicate
467185,t_046cc42ee66012d2,u_01070,2026-05-07T23:20:14Z,Airbnb,12.11,d_001498,exact_duplicate
468544,t_2009e7e1d27aa6d0,u_00615,2026-05-04T15:00:05Z,BEST BUY,37.65,d_000865,exact_duplicate
468616,t_199183a477d23e3b,u_00399,2026-06-11T18:48:54Z,GEICO,48.39,d_000555,exact_duplicate
468814,t_2365e554b89be50d,u_01166,2026-05-18T06:56:00Z,eBay Store 758,50.94,d_001638,exact_duplicate
471135,t_27af81fc93c44c02,u_00619,2026-06-11T22:08:13Z,Chevron,22.73,d_000870,exact_duplicate
472736,t_1654224a2fb028db,u_01599,2026-07-27T09:17:58Z,Lyft Store 903,29.83,d_002233,exact_duplicate
473795,t_31d7a9b005f91e11,u_00736,2026-07-01T05:16:36Z,Geico Store 818,80.48,d_001033,exact_duplicate
473849,t_52451cdfde0e3dc7,u_00397,2026-05-27T19:52:45Z,Shein,39.25,d_000553,exact_duplicate
473972,t_61639e953772f0cb,u_00845,2026-07-23T01:14:10Z,SPOTIFY #1596,7.33,d_001180,exact_duplicate
475544,t_6d8b291c4ec4ded6,u_00227,2026-07-01T02:12:32Z,Shein,110.94,d_000315,exact_duplicate
477257,t_04a8060c7660d2f3,u_01845,2026-07-29T07:51:53Z,Netflix Store 653,15.28,d_002586,exact_duplicate
479359,t_482a26dbfff2944f,u_00194,2026-07-30T13:39:27Z,REI ONLINE,21.47,d_002819,exact_duplicate
480676,t_678d0a259cf1c780,u_01256,2026-07-31T20:08:05Z,Philz Coffee,4.74,d_001759,exact_duplicate
482598,t_6d7745c329b4b1f7,u_01857,2026-07-15T23:56:01Z,Etsy,9.87,d_002604,exact_duplicate
483158,t_04c973c239f42716,u_00512,2026-06-08T14:15:20Z,Geico Store 927,25.59,d_000718,exact_duplicate
483942,t_505b15f9aaeee310,u_00636,not_a_timestamp,Steam,59.7,d_000894,unparseable_timestamp
484186,t_31fe015b530184b1,u_00170,2026-06-01T19:43:09Z,SPOTIFY #9928,6.93,d_000235,exact_duplicate
485335,t_13bd5de9751a9d09,u_01702,2026-07-05T18:05:23Z,SQ *IN-N-OUT,53.54,d_002382,exact_duplicate
485467,t_3058dd1461971d7b,u_01602,2026-05-07T15:34:35Z,Subway,71.03,d_002238,exact_duplicate
486265,t_321f2cb5b3091abd,u_00736,2026-07-28T15:23:43Z,PG&E,55.36,d_001033,exact_duplicate
486290,t_78bcfdb5dcbc7b97,u_00343,2026-07-07T00:14:11Z,Uber,25.25,d_000476,exact_duplicate
488949,t_096026a69bf0588f,u_01215,2026-06-30T23:48:49Z,eBay Store 160,39.45,d_001705,exact_duplicate
489699,t_43f931528aec9b9f,u_01038,not_a_timestamp,Netflix,16.65,d_001451,unparseable_timestamp
490843,t_509e8bd366178e10,u_01090,2026-07-13T02:54:30Z,Lululemon,11.12,d_001529,exact_duplicate
490999,t_7b64535572a3e837,u_00409,2026-05-12T05:03:11Z,Nordstrom,20.53,d_000570,exact_duplicate
493518,t_52a85ee385564184,u_00271,2026-06-07T04:32:41Z,Home Depot,6.78,d_000375,exact_duplicate
494713,t_610e3472a1e4d658,u_00522,2026-05-05T15:39:43Z,Shell Store 123,25.58,d_000731,exact_duplicate
496731,t_4b8a48dab4983e29,u_01298,2026-06-28T11:06:16Z,AMC Theatres,16.33,d_001812,exact_duplicate
499177,t_2438fd784401eca1,u_01361,2026-06-22T22:11:01Z,LULULEMON,71.49,d_001900,exact_duplicate
499714,t_2d2d0aed95c1408e,u_00271,2026-05-31T09:09:49Z,SQ *WHOLE FOODS,5.61,d_000375,exact_duplicate
500264,t_4c1a096189de2efe,u_01426,2026-06-07T18:35:55Z,7-Eleven,31.06,d_001992,exact_duplicate
502058,t_4f8842244602eb47,u_01073,2026-05-30T02:50:00Z,Sephora,97.73,d_001502,exact_duplicate
502331,t_2933e2e598fe588e,u_00848,2026-06-21T18:51:49Z,SQ *PANDA EXPRESS,5.81,d_001185,exact_duplicate
502651,t_6e01038aad767712,u_01861,2026-06-21T07:56:33Z,Airbnb,21.7,d_002609,exact_duplicate
505439,t_670d7432d16d00d8,u_00461,2026-05-17T15:10:23Z,CHIPOTLE,16.44,d_000650,exact_duplicate
505446,t_3f04330e5310f7fd,u_00157,2026-07-06T15:45:28Z,SAFEWAY #1754,33.32,d_000215,exact_duplicate
507582,t_5c9d09e4a830e014,u_00569,2026-05-31T04:38:48Z,COSTCO,32.93,d_000796,exact_duplicate
509623,t_42e91f997b338d2d,u_00954,2026-07-16T13:03:23Z,Chevron,30.47,d_001334,exact_duplicate
513627,t_2b980fb782883f47,u_01176,2026-05-17T02:13:52Z,Planet Fitness,43.43,d_001652,exact_duplicate
513632,t_611d6bdc3b74d88a,u_01974,2026-05-22T23:41:51Z,In-N-Out Store 743,15.23,d_002825,exact_duplicate
513704,t_1b8960ee4d9f3d48,u_01870,2026-06-29T10:13:02Z,Ulta,16.21,d_002623,exact_duplicate
516551,t_5322842984d8c39e,u_00861,2026-07-14T12:26:33Z,Safeway,76.6,d_001204,exact_duplicate
516682,t_0ea9cf9940905459,u_00799,2026-05-19T01:30:34Z,Walgreens,34.87,d_001117,exact_duplicate
516729,t_048b6931cf85c3f1,u_01471,not_a_timestamp,MARRIOTT,53.33,d_002055,unparseable_timestamp
517371,t_29d7f5bb63817507,u_00587,2026-06-09T13:25:12Z,SQ *T-MOBILE,42.24,d_000821,exact_duplicate
518096,t_50275714d9559276,u_00164,not_a_timestamp,VERIZON,38.58,d_000226,unparseable_timestamp
518124,t_490c66215389a35f,u_01470,2026-06-09T22:14:10Z,GOOGLE PLAY,19.56,d_002054,exact_duplicate
520381,t_1641482528afdea0,u_00845,2026-06-06T10:18:07Z,TARGET #9370,25.56,d_001180,exact_duplicate
520816,t_6bdb1070cc394697,u_00346,2026-07-16T15:44:31Z,ZELLE TRANSFER,34.58,d_000481,exact_duplicate
523709,t_00348974a913fb4a,u_00840,2026-07-25T22:50:26Z,Walmart Store 923,26.81,d_001174,exact_duplicate
525424,t_5e3775d5b4e228e0,u_01581,2026-05-27T13:57:30Z,Panda Express,4.05,d_002209,exact_duplicate
527599,t_175c6bc44abc0815,u_01174,2026-07-22T13:35:27Z,PG&E Store 897,8.75,d_001649,exact_duplicate
528835,t_1b33740c0ef76657,u_00588,2026-07-22T04:55:28Z,Venmo,25.44,d_000822,exact_duplicate
529028,t_19ca66281cbb3d40,u_01610,2026-05-30T15:43:29Z,EBAY,8.5,d_002248,exact_duplicate
529997,t_5b41ed823fd8d660,u_00605,2026-06-25T19:00:44Z,Lululemon,18.34,d_000848,exact_duplicate
530285,t_009394dc6452aa28,u_01211,2026-06-03T07:30:52Z,Verizon Store 205,19.14,d_001700,exact_duplicate
531480,t_52d88a4c563e8c67,u_00416,2026-06-05T22:31:50Z,Ulta,116.2,d_000581,exact_duplicate
531764,t_5ea98a0f7b257f16,u_00519,2026-06-06T00:53:19Z,SQ *SHEIN,16.42,d_000727,exact_duplicate
532258,t_3d07aa1d9ee11463,u_01638,2026-05-29T04:48:44Z,SUBWAY #3696,63.63,d_002287,exact_duplicate
532857,t_531291cead643383,u_00642,2026-05-12T17:45:24Z,Whole Foods,31.83,d_000906,exact_duplicate
534514,t_73136d1ee11ac7d7,u_01568,2026-07-08T04:39:22Z,Google Play,3.57,d_002190,exact_duplicate
535262,t_738fa0929651f75e,u_01351,2026-05-07T10:13:20Z,Trader Joes,13.77,d_001886,exact_duplicate
537955,t_2550b3ebab59c0f4,u_00975,2026-07-01T17:34:36Z,Starbucks Store 263,16.91,d_001360,exact_duplicate
538002,t_4f64bca9c0935a0c,u_01433,2026-05-17T01:54:08Z,Nike,52.79,d_002002,exact_duplicate
538032,t_1582a780aedab3ed,u_00845,2026-07-31T08:49:55Z,Delta Air Lines,18.69,d_001181,exact_duplicate
539269,t_42a2caddc8b73a67,u_00588,2026-06-29T05:20:30Z,Hilton,78.81,d_000822,exact_duplicate
541083,t_0f5c495386d5ebef,u_00133,2026-05-12T09:51:50Z,Subway,9.54,d_000185,exact_duplicate
541996,t_05cf79de7c8158c4,u_01904,2026-06-19T08:02:21Z,PG&E,12.91,d_002668,exact_duplicate
542824,t_7da88ffc818dd2f1,u_01290,2026-05-07T12:10:20Z,COSTCO SUNNYVALE CA,25.47,d_001803,exact_duplicate
543719,t_0c3ff1122a13b9cb,u_01321,2026-06-20T03:39:43Z,CVS,22.0,d_001845,exact_duplicate
544359,t_5773b9d7c957c614,u_00580,2026-06-21T20:33:35Z,VERIZON #2399,254.11,d_000812,exact_duplicate
546655,t_2d4d3b73c8bb688d,u_01433,2026-05-09T08:02:56Z,Hilton,38.84,d_002002,exact_duplicate
546815,t_747d70a298b1555f,u_01746,2026-05-05T14:18:42Z,TRADER JOES #861,7.46,d_002448,exact_duplicate
547884,t_0625cb82756a5834,u_01844,2026-07-29T12:38:11Z,Peets Coffee,6.4,d_002584,exact_duplicate
548678,t_69574b7b3bb628f2,u_01012,2026-07-12T00:50:44Z,T-Mobile,4.34,d_001413,exact_duplicate
549886,t_05110926398338d7,u_00040,2026-06-21T02:14:07Z,Nike,10.26,d_000059,exact_duplicate
550009,t_568fcda05325afd1,u_00008,2026-07-24T11:47:01Z,7-Eleven Store 242,7.03,d_000014,exact_duplicate
550897,t_6419d93edda124a3,u_00573,2026-06-10T16:01:42Z,Planet Fitness,4.47,d_000801,exact_duplicate
551324,t_3b0466b0eb4d4999,u_01778,2026-05-07T09:02:21Z,DoorDash,23.65,d_002493,exact_duplicate
551458,t_14f89a8ffbe619f8,u_00843,2026-06-26T16:21:34Z,7-Eleven,10.55,d_001178,exact_duplicate
555234,t_4eeffda30b2077dd,u_00920,2026-05-25T00:36:58Z,Spotify,26.64,d_001287,exact_duplicate
558165,t_6e506feb55bb3de0,u_01861,2026-07-22T09:18:56Z,Shell,11.75,d_002609,exact_duplicate
558493,t_76a789ab66b721ae,u_00698,2026-06-08T18:48:43Z,PREPAID DEPOT,164.15,d_772146,exact_duplicate
559422,t_4512a9963cdd0ea2,u_01665,2026-06-15T09:15:45Z,T-MOBILE ONLINE,13.85,d_002324,exact_duplicate
560953,t_4fff34a6eb507ff2,u_00588,2026-06-12T07:05:02Z,Lululemon,10.19,d_000822,exact_duplicate
561112,t_795cb84ccf163b0e,u_01963,2026-07-27T02:17:01Z,SQ *SHELL,34.73,d_002752,exact_duplicate
561384,t_063e9ffcbad58908,u_00698,2026-05-06T17:32:30Z,SQ *PLANET FITNESS,18.19,d_000983,exact_duplicate
562531,t_3ab6099df22efd66,u_00673,2026-05-29T09:49:46Z,PG&E #2191,31.57,d_000949,exact_duplicate
563133,t_6edc360e14a204a9,u_01775,2026-05-27T22:56:32Z,Nike,2.46,d_002489,exact_duplicate
563320,t_3d0397b2f1c7e23c,u_01164,2026-05-08T23:58:21Z,SHELL #705,21.34,d_001634,exact_duplicate
564462,t_5de3ea7c916df9db,u_01781,2026-06-25T23:24:56Z,SUBWAY,14.2,d_002497,exact_duplicate
564492,t_46ea0ad405e11f7d,u_00242,2026-05-15T12:55:29Z,SEPHORA #3392,6.74,d_000337,exact_duplicate
564601,t_0a28ac7b46d01e67,u_01563,2026-06-03T23:14:21Z,T-Mobile,22.16,d_002184,exact_duplicate
565051,t_6e228700fdc7cf00,u_01862,2026-07-02T19:12:47Z,AIRBNB,19.69,d_002610,exact_duplicate
566019,t_1558d0dbc3c78867,u_01844,2026-07-29T22:35:30Z,GOOGLE PLAY #756,90.53,d_002584,exact_duplicate
566028,t_702b360f60a5d221,u_01610,2026-06-22T15:51:15Z,NORDSTROM #4799,14.01,d_002248,exact_duplicate
567243,t_17af8d0032dbbe7a,u_01664,2026-06-27T09:32:13Z,PLAYSTATION,28.66,d_002322,exact_duplicate
568396,t_120e9a5c51e9d95b,u_00662,2026-05-30T23:31:52Z,Peets Coffee,56.4,d_000934,exact_duplicate
568432,t_03eabe76509b38eb,u_01701,2026-06-04T09:41:45Z,McDonalds,31.63,d_002381,exact_duplicate
569755,t_44e16b54c4c58c04,u_01317,2026-07-14T18:51:56Z,SAFEWAY #7258,19.47,d_001839,exact_duplicate
570066,t_70a737b65c8ddcc0,u_01722,2026-06-27T01:36:50Z,Temu,40.97,d_002413,exact_duplicate
570190,t_3eee80030b20549c,u_00815,2026-06-02T12:50:28Z,DOORDASH #3563,15.92,d_001138,exact_duplicate
572243,t_4e47178cdd25771a,u_01117,2026-07-12T19:12:08Z,PlayStation,10.83,d_001566,exact_duplicate
574215,t_4b14c2a5e4de6f9d,u_01290,2026-07-26T17:46:58Z,Chevron,70.57,d_001803,exact_duplicate
575316,t_5afc3b11fb53a04e,u_00170,2026-07-07T10:57:44Z,SQ *SAFEWAY,4.24,d_000235,exact_duplicate
575847,t_0fb42ba18a1b8e1d,u_01042,2026-06-28T11:24:02Z,Google Play,24.9,d_001456,exact_duplicate
575867,t_598c2cc019a8332e,u_00170,2026-06-17T09:43:26Z,Nike,10.84,d_000235,exact_duplicate
577430,t_1b68ad7337b0bf52,u_00889,2026-06-07T13:08:29Z,Delta Air Lines,24.95,d_001245,exact_duplicate
582245,t_0bad5657839ce9a9,u_00845,2026-07-22T00:02:27Z,Shell Store 151,8.92,d_001181,exact_duplicate
582474,t_646989b61c8de557,u_00339,2026-06-11T00:13:40Z,Trader Joes,85.65,d_000470,exact_duplicate
583657,t_3a27d648722120b0,u_00004,2026-06-06T17:26:26Z,SQ *WHOLE FOODS,63.5,d_000007,exact_duplicate
586179,t_02bbc8759e5e5eaf,u_00445,2026-06-23T04:52:30Z,Chipotle,8.07,d_000626,exact_duplicate
587574,t_12a4ff33536823f1,u_01394,2026-06-27T02:52:56Z,Subway,32.66,d_001947,exact_duplicate
588106,t_2aa674fe0a5d1e5b,u_01345,2026-07-15T13:33:10Z,Philz Coffee,2.06,d_001879,exact_duplicate
589049,t_5778de2243f2eb25,u_00635,2026-06-15T11:42:33Z,Philz Coffee,6.96,d_000893,exact_duplicate
589058,t_054e521435e12be5,u_00227,2026-05-16T14:15:33Z,In-N-Out Store 224,151.05,d_000315,exact_duplicate
589066,t_5e1ca57d10dc220a,u_01363,2026-06-06T09:16:28Z,ETSY #1074,22.97,d_001903,exact_duplicate
591926,t_70e5b512b70e40ef,u_01927,2026-06-29T09:54:20Z,Temu,34.47,d_002697,exact_duplicate
593190,t_4d64a6c85640cf1d,u_01004,2026-07-30T01:29:32Z,Amazon,20.94,d_001402,exact_duplicate
594319,t_1fa6d2b3b6fc177b,u_00073,2026-06-05T20:45:23Z,Ulta,19.83,d_000105,exact_duplicate
595013,t_661ef7b82907b1ee,u_01844,2026-06-20T14:38:05Z,HOME DEPOT ONLINE,9.82,d_002584,exact_duplicate
595233,t_0ab987e6e83dec35,u_01166,2026-05-27T14:10:46Z,Geico,35.43,d_001637,exact_duplicate
596288,t_1045f9b96a575ceb,u_00180,2026-05-30T10:28:41Z,EBAY,37.86,d_000249,exact_duplicate
597251,t_2ca441bb68fb868b,u_00728,2026-05-30T03:34:14Z,PlayStation,12.8,d_001024,exact_duplicate
597433,t_56df8a3ca6b162ce,u_00229,2026-05-29T23:19:15Z,In-N-Out,34.04,d_000318,exact_duplicate
598463,t_19cc6e4809e4fb61,u_00226,2026-05-25T06:05:30Z,Zelle Transfer,2.96,d_000314,exact_duplicate
599234,t_1254e2543d06d4b6,u_01974,2026-06-27T08:37:37Z,Etsy,48.53,d_002825,exact_duplicate
601001,t_2b8b823c470e1994,u_01662,2026-05-28T22:01:49Z,Google Play,40.03,d_002320,exact_duplicate
601061,t_1c7f90c954af3bfa,u_01290,2026-05-20T09:16:55Z,Home Depot,80.18,d_001803,exact_duplicate
601283,t_1b44f992843ba4cb,u_01298,2026-07-14T00:58:58Z,Apple,10.22,d_001812,exact_duplicate
601425,t_0aaf3998f8972298,u_01248,2026-07-20T04:31:08Z,SHELL,18.63,d_001747,exact_duplicate
602794,t_6d95e17e2c17f8e2,u_00944,2026-06-02T00:10:20Z,Home Depot,13.76,d_001320,exact_duplicate
603090,t_1ea5cfea8019eea6,u_01245,2026-06-15T18:50:29Z,Walmart,28.37,d_001742,exact_duplicate
603210,t_7fd6a792815dd9bc,u_01844,2026-07-08T04:54:58Z,Geico,10.36,d_002584,exact_duplicate
604833,t_18ac382ff492ffb7,u_00275,not_a_timestamp,Lululemon,13.58,d_000380,unparseable_timestamp
605120,t_3bba93e9fc6f9d58,u_00188,2026-05-07T18:29:32Z,Amazon,34.88,d_000262,exact_duplicate
605642,t_09920d1e2b65b334,u_00903,2026-06-24T11:54:01Z,Shein,8.9,d_001262,exact_duplicate
605717,t_4e249416681575ca,u_00031,2026-05-12T05:45:59Z,GOOGLE PLAY #9575,6.97,d_000048,exact_duplicate
606318,t_56957c50aad12c4e,u_01559,2026-05-08T02:57:06Z,Netflix,19.47,d_002176,exact_duplicate
606940,t_2d87e77bec0322f9,u_00511,2026-07-18T03:02:40Z,Steam,16.84,d_000717,exact_duplicate
606984,t_566b3f6a0f99c33c,u_00369,2026-05-05T03:47:31Z,Home Depot,6.6,d_000513,exact_duplicate
607019,t_770ade68efae360c,u_01464,2026-06-02T06:49:26Z,Peets Coffee,24.98,d_002045,exact_duplicate
608403,t_6d2e471e733e1acf,u_00755,2026-07-29T16:59:02Z,Apple,25.96,d_001056,exact_duplicate
611720,t_2c91317bebb8d52f,u_00730,2026-07-11T15:58:56Z,Chipotle,21.71,d_001026,exact_duplicate
614215,t_1c8afb8c35ca9efa,u_00102,2026-06-19T03:40:03Z,Verizon,45.59,d_000144,exact_duplicate
615509,t_358bb518618dffc1,u_00397,2026-05-20T18:11:17Z,HOME DEPOT #7853,50.29,d_000553,exact_duplicate
616234,t_10a4ec484f2ff7eb,u_00345,2026-06-23T12:53:18Z,Philz Coffee,4.39,d_000480,exact_duplicate
617794,t_595fb05b4137f78b,u_01502,2026-07-31T20:13:48Z,Planet Fitness,29.44,d_002099,exact_duplicate
618012,t_607a95d3d87d92ab,u_00154,2026-07-24T23:39:38Z,Chipotle,15.31,d_000211,exact_duplicate
618792,t_19b6fe4766683ed8,u_00908,2026-07-01T08:30:54Z,Chipotle,102.12,d_001269,exact_duplicate
620182,t_718084f49a5f9127,u_00850,2026-05-17T13:42:48Z,SQ *SHELL,24.61,d_001188,exact_duplicate
621556,t_1de175dc5cfe5220,u_01915,2026-05-09T15:56:22Z,Amazon,20.76,d_002682,exact_duplicate
622241,t_46fde2c3248e3276,u_00944,2026-06-12T21:27:11Z,Chevron,8.77,d_001320,exact_duplicate
627244,t_6faac035ce44265d,u_00133,2026-06-10T13:52:06Z,Lululemon,16.48,d_000185,exact_duplicate
627284,t_0c5b1fa6fe62bff7,u_01546,2026-06-29T23:23:58Z,PHILZ COFFEE,10.27,d_002158,exact_duplicate
627756,t_42dc5a248ddbe468,u_00857,2026-05-11T17:39:41Z,Planet Fitness,2.14,d_001199,exact_duplicate
629521,t_0bb503dc42020779,u_01917,2026-05-17T00:51:00Z,Shell,12.42,d_002685,exact_duplicate
631899,t_1a3422b367ffb86b,u_01152,2026-06-23T18:24:29Z,HOME DEPOT,69.05,d_001619,exact_duplicate
632634,t_02dc963a0d6330a0,u_00226,2026-07-03T04:49:36Z,Best Buy,4.92,d_000314,exact_duplicate
633027,t_7313a59e930f7785,u_00555,2026-07-03T01:44:35Z,Grubhub,32.69,d_000777,exact_duplicate
633094,t_1a6c4ab1a364b139,u_01183,2026-07-21T12:30:21Z,Venmo Store 481,28.01,d_001660,exact_duplicate
633540,t_29b61349bda3a671,u_00375,2026-05-29T07:32:48Z,Peets Coffee,20.91,d_000520,exact_duplicate
634239,t_4ad79f8ede03bc68,u_01386,2026-05-11T02:34:16Z,SEPHORA,9.12,d_001935,exact_duplicate
636027,t_10675cc7c24c33f0,u_00656,2026-05-20T23:09:13Z,Planet Fitness Store 259,40.09,d_000927,exact_duplicate
636547,t_48e971847bc2cd4e,u_01392,2026-05-04T11:23:24Z,Temu,32.93,d_001944,exact_duplicate
637307,t_01e41c9998258018,u_00522,2026-06-07T00:48:33Z,Shell,88.8,d_000731,exact_duplicate
637443,t_5f6cd2dd4ecdee43,u_00223,2026-06-01T09:50:19Z,Uber,11.18,d_000309,exact_duplicate
637723,t_619e63cc6a9a0a02,u_01844,2026-07-06T16:50:16Z,TRADER JOES #2602,30.69,d_002584,exact_duplicate
637905,t_4d228e81cd9b5c38,u_00429,2026-06-16T09:22:57Z,NETFLIX,28.47,d_000601,exact_duplicate
638167,t_087f64131fcd2f37,u_01695,2026-07-19T03:21:15Z,Nordstrom Store 251,7.85,d_002370,exact_duplicate
638402,t_4250208f57ef58bb,u_01211,2026-05-20T08:42:51Z,GEICO,40.52,d_001700,exact_duplicate
639839,t_11bddb2d8c0df072,u_00917,2026-05-30T06:11:00Z,Marriott,40.56,d_001284,exact_duplicate
640278,t_3dcd9a2294265a68,u_00108,2026-06-05T22:24:50Z,SQ *SPOTIFY,71.81,d_000153,exact_duplicate
640531,t_7e2a319df7e2fcc2,u_00931,2026-06-25T17:45:43Z,Trader Joes,60.0,d_001302,exact_duplicate
640546,t_13171934772fc3b5,u_00102,2026-07-20T16:30:54Z,Walgreens,28.19,d_000144,exact_duplicate
640881,t_71715b1338768786,u_00334,2026-06-09T20:09:56Z,PG&E,26.17,d_000462,exact_duplicate
641591,t_2a905c647debaca4,u_00843,2026-07-21T00:33:47Z,AMC Theatres,38.36,d_001178,exact_duplicate
643826,t_2f86c0742e3de29d,u_00544,2026-06-05T01:18:34Z,Hilton,98.56,d_000764,exact_duplicate
644228,t_49a5971ea8ee4fbc,u_01260,2026-07-17T10:05:52Z,Panda Express,15.13,d_001765,exact_duplicate
644613,t_535d06249474ee70,u_01012,2026-05-25T15:37:16Z,Ulta,3.5,d_001413,exact_duplicate
645263,t_637fa4f9d04ea346,u_01730,2026-07-14T09:05:12Z,TARGET,46.89,d_002422,exact_duplicate
645299,t_4e09a24be054635b,u_00229,2026-05-10T17:11:43Z,SQ *EBAY,39.99,d_000318,exact_duplicate
645656,t_66aa5a1f4d4fa7cc,u_01597,2026-07-01T10:14:51Z,PANDA EXPRESS SAN JOSE CA,41.83,d_002230,exact_duplicate
646143,t_29c91c4bd4d22822,u_01529,2026-07-23T09:21:38Z,eBay,19.52,d_002136,exact_duplicate
646209,t_1dd65cb2d0dc0e3b,u_01328,2026-06-19T21:40:06Z,Philz Coffee,102.77,d_001854,exact_duplicate
648658,t_6fc01a5b3b46a552,u_00140,2026-05-05T11:02:48Z,Apple,32.87,d_000194,exact_duplicate
649271,t_390d36e97cb1a6aa,u_01248,2026-06-20T03:27:57Z,MCDONALDS,17.48,d_001747,exact_duplicate
649511,t_148a76f7536c16c2,u_01975,2026-06-24T03:01:55Z,Target,101.56,d_002769,exact_duplicate
650921,t_40c3c8416d19873c,u_01549,2026-06-16T03:50:05Z,Steam,31.96,d_002162,exact_duplicate
652620,t_1dabe5b81b54db1c,u_00455,2026-07-30T07:41:09Z,Trader Joes,27.77,d_000641,exact_duplicate
654729,t_32beea1b23420abf,u_01577,2026-06-22T08:59:08Z,CHEVRON #2494,25.21,d_002202,exact_duplicate
656981,t_677f0cd2c52fb586,u_01449,2026-05-30T17:13:24Z,Zelle Transfer,45.02,d_002023,exact_duplicate
657496,t_438ba54dd971466a,u_00324,2026-06-06T19:53:15Z,NORDSTROM HTTPSWWW,163.34,d_000446,exact_duplicate
658322,t_64544bb8de980af9,u_01780,2026-07-07T15:09:22Z,UBER,38.12,d_002495,exact_duplicate
658768,t_3e11bd53fae0a16f,u_01755,2026-07-26T12:21:42Z,HOME DEPOT #5433,5.34,d_002460,exact_duplicate
659997,t_601f022bed744698,u_01264,2026-07-12T19:47:45Z,Nordstrom,23.68,d_002822,exact_duplicate
660032,t_193a2f55782c8698,u_00448,2026-05-18T16:38:21Z,Spotify,35.6,d_000631,exact_duplicate
660084,t_77bee57d2b41adf8,u_00176,2026-06-16T20:20:42Z,STARBUCKS HTTPSWWW,9.07,d_000242,exact_duplicate
660418,t_0e50d013252aa3be,u_01638,2026-06-24T16:09:00Z,BEST BUY,40.28,d_002287,exact_duplicate
661088,t_30bafc39048e0a52,u_00486,2026-05-30T20:20:32Z,Hilton,14.72,d_000681,exact_duplicate
661680,t_4b63a4bedb24298f,u_00845,2026-07-21T09:39:31Z,Philz Coffee,8.63,d_001180,exact_duplicate
662247,t_22e0edfa840b1ff1,u_00712,2026-06-18T04:46:33Z,Airbnb,36.29,d_001003,exact_duplicate
662883,t_6893e8f6039b82fd,u_01933,2026-07-26T15:28:59Z,Delta Air Lines,5.72,d_002708,exact_duplicate
663030,t_2b05910b3808a195,u_00998,2026-06-13T05:08:13Z,Marriott,45.04,d_001395,exact_duplicate
