txn_id,rules,reason,user_id,timestamp,amount,merchant_name,device_id,related_txn_ids
t_3fbc394d0ce1ffda,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 4 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $94.32 at RESELL MARKET 24.",u_00980,2026-06-06T23:57:14Z,94.32,RESELL MARKET 24,d_904876,
t_027f714ac9a110a0,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_904876 has been used by 5 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $81.24 at PREPAID DEPOT. | Large purchase on new device: $81.24 at PREPAID DEPOT on device d_904876, its first transaction on this account (2026-06-07 12:31 UTC). That is 6x the account's median purchase of $13.52 over its 64 earlier purchases.",u_01517,2026-06-07T12:31:26Z,81.24,PREPAID DEPOT,d_904876,
t_7ff871f7ce18a7b6,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 11 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $366.87 at RESELL MARKET 24. | Large purchase on new device: $366.87 at RESELL MARKET 24 on device d_772146, 19.2h after it first appeared on this account (2026-06-06 17:58 UTC). That is 27x the account's median purchase of $13.65 over its 655 earlier purchases.",u_00698,2026-06-07T13:12:17Z,366.87,RESELL MARKET 24,d_772146,
t_63d45cd4f9a20503,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_985129 has been used by 6 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $428.56 at JEWELRY WHOLESALE CO.",u_00272,2026-06-07T15:48:37Z,428.56,JEWELRY WHOLESALE CO,d_985129,
t_5815e94663ecf314,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_904876 has been used by 5 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $219.44 at JEWELRY WHOLESALE CO. | Large purchase on new device: $219.44 at JEWELRY WHOLESALE CO on device d_904876, 10.7h after it first appeared on this account (2026-06-07 12:31 UTC). That is 16x the account's median purchase of $13.52 over its 64 earlier purchases.",u_01517,2026-06-07T23:13:43Z,219.44,JEWELRY WHOLESALE CO,d_904876,
t_40f9488487779439,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 11 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $176.11 at RESELL MARKET 24.",u_00698,2026-06-08T01:10:42Z,176.11,RESELL MARKET 24,d_772146,
t_4e7b138ad156a79c,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_985129 has been used by 6 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $320.88 at RESELL MARKET 24.",u_00272,2026-06-08T06:31:24Z,320.88,RESELL MARKET 24,d_985129,
t_0484a46a96b56b81,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 7 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $336.37 at RESELL MARKET 24. | Large purchase on new device: $336.37 at RESELL MARKET 24 on device d_985129, its first transaction on this account (2026-06-08 09:48 UTC). That is 16x the account's median purchase of $20.79 over its 126 earlier purchases.",u_00027,2026-06-08T09:48:42Z,336.37,RESELL MARKET 24,d_985129,
t_11eda589ec15c5a0,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 5 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $97.97 at LUXE ELECTRONICS OUTLET.",u_01517,2026-06-08T15:17:02Z,97.97,LUXE ELECTRONICS OUTLET,d_904876,
t_76a789ab66b721ae,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 11 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $164.15 at PREPAID DEPOT.",u_00698,2026-06-08T18:48:43Z,164.15,PREPAID DEPOT,d_772146,
t_63a7d4e2b3e3167a,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 7 different merchants within 13 min ($29.23 so far). The burst ran to 21 charges and $63.39 by 22:40 UTC; its other charges are listed in related_txn_ids.,u_00017,2026-06-08T22:27:29Z,1.03,STREAMPLUS TRIAL,d_000026,t_74cbc766ea4c37c1;t_3ca5e0a2b37a6d9b;t_58148eef74381013;t_7c7dadb7dcdaddf3;t_1caff2547651d11a;t_3d0389f79c8e108f;t_628441d52e3aeeea;t_763172a925e73266;t_3da591dcbaf2ef05;t_3c3cc2132d3b7753;t_0e17684dcfce8154;t_41f507738bc48b02;t_40d87df44f43f255;t_37fc1cf9250b40cf;t_4572a545cf69db2f;t_23554ad474efd4cc;t_74107d6b65ec9d24;t_71fe20e29238cb32;t_3df5f4d83b77bb3b;t_201a89cfa19c5c8b
t_0c8787ae67778c2e,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 7 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $138.77 at LUXE ELECTRONICS OUTLET. | Large purchase on new device: $138.77 at LUXE ELECTRONICS OUTLET on device d_985129, 16.9h after it first appeared on this account (2026-06-08 09:48 UTC). That is 7x the account's median purchase of $20.79 over its 126 earlier purchases.",u_00027,2026-06-09T02:40:21Z,138.77,LUXE ELECTRONICS OUTLET,d_985129,
t_350c4a85b66f199f,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 11 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $296.88 at LUXE ELECTRONICS OUTLET.",u_00698,2026-06-09T03:28:58Z,296.88,LUXE ELECTRONICS OUTLET,d_772146,
t_503b16a5c1c01147,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 5 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $298.91 at LUXE ELECTRONICS OUTLET.",u_01517,2026-06-09T04:04:04Z,298.91,LUXE ELECTRONICS OUTLET,d_904876,
t_597aea1cb5475f2f,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 7 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $128.92 at JEWELRY WHOLESALE CO. | Large purchase on new device: $128.92 at JEWELRY WHOLESALE CO on device d_985129, 19.3h after it first appeared on this account (2026-06-08 09:48 UTC). That is 6x the account's median purchase of $20.79 over its 126 earlier purchases.",u_00027,2026-06-09T05:04:53Z,128.92,JEWELRY WHOLESALE CO,d_985129,
t_4269893d5faf4f32,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 7 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $346.79 at RESELL MARKET 24. | Large purchase on new device: $346.79 at RESELL MARKET 24 on device d_985129, 20.9h after it first appeared on this account (2026-06-08 09:48 UTC). That is 17x the account's median purchase of $20.79 over its 126 earlier purchases.",u_00027,2026-06-09T06:44:53Z,346.79,RESELL MARKET 24,d_985129,
t_1014c9630b253252,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 8 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $279.77 at RESELL MARKET 24. | Large purchase on new device: $279.77 at RESELL MARKET 24 on device d_985129, its first transaction on this account (2026-06-09 17:31 UTC). That is 7x the account's median purchase of $41.52 over its 74 earlier purchases.",u_00438,2026-06-09T17:31:23Z,279.77,RESELL MARKET 24,d_985129,
t_60936d6b77d548b8,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 5 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $431.27 at PREPAID DEPOT.",u_01517,2026-06-09T20:51:31Z,431.27,PREPAID DEPOT,d_904876,
t_5cde4e22978278bf,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 8 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $359.44 at PREPAID DEPOT. | Large purchase on new device: $359.44 at PREPAID DEPOT on device d_985129, 7.4h after it first appeared on this account (2026-06-09 17:31 UTC). That is 9x the account's median purchase of $41.52 over its 74 earlier purchases.",u_00438,2026-06-10T00:55:24Z,359.44,PREPAID DEPOT,d_985129,
t_7c9f39ed01c30ee5,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_904876 has been used by 6 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $441.74 at RESELL MARKET 24. | Large purchase on new device: $441.74 at RESELL MARKET 24 on device d_904876, its first transaction on this account (2026-06-10 03:49 UTC). That is 19x the account's median purchase of $22.86 over its 141 earlier purchases.",u_00576,2026-06-10T03:49:55Z,441.74,RESELL MARKET 24,d_904876,
t_625c20d34d614fe9,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_904876 has been used by 6 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $374.48 at GIFTCARDS EXPRESS. | Large purchase on new device: $374.48 at GIFTCARDS EXPRESS on device d_904876, 3.0h after it first appeared on this account (2026-06-10 03:49 UTC). That is 16x the account's median purchase of $22.86 over its 141 earlier purchases.",u_00576,2026-06-10T06:52:30Z,374.48,GIFTCARDS EXPRESS,d_904876,
t_5bf736b57f558b3b,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_904876 has been used by 6 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $136.76 at GIFTCARDS EXPRESS. | Large purchase on new device: $136.76 at GIFTCARDS EXPRESS on device d_904876, 4.3h after it first appeared on this account (2026-06-10 03:49 UTC). That is 6x the account's median purchase of $22.86 over its 141 earlier purchases.",u_00576,2026-06-10T08:05:41Z,136.76,GIFTCARDS EXPRESS,d_904876,
t_56e57fa03171ef42,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 7 different merchants within 17 min ($27.95 so far). The burst ran to 18 charges and $52.73 by 13:38 UTC; its other charges are listed in related_txn_ids.,u_00496,2026-06-10T13:27:59Z,4.81,QUICKSUB.IO,d_000695,t_6f584823f51f9d99;t_32b7af97f075142c;t_46f2fd039652f74d;t_2ca3f631435109d5;t_5632778afc59ed32;t_7f353fc14a3568c5;t_2983465fb3ec3f23;t_7d58d86c31ccc514;t_39e2d33de1b0cda5;t_1b4dd106012b67ff;t_746e99650579888d;t_7f21ce5b9750236b;t_0d6d7b05588b0328;t_0cd4e2e6a42d5f66;t_00fe99d6a7617b5a;t_3a0ae3c15c9666ed;t_05ce6d6c875f6fd8
t_566a4aa5a8a31693,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_985129 has been used by 8 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $198.86 at GIFTCARDS EXPRESS.",u_00438,2026-06-10T18:03:35Z,198.86,GIFTCARDS EXPRESS,d_985129,
t_1451f2735653a3be,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_904876 has been used by 6 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $375.32 at PREPAID DEPOT. | Large purchase on new device: $375.32 at PREPAID DEPOT on device d_904876, 16.6h after it first appeared on this account (2026-06-10 03:49 UTC). That is 16x the account's median purchase of $22.86 over its 141 earlier purchases.",u_00576,2026-06-10T20:28:23Z,375.32,PREPAID DEPOT,d_904876,
t_6acab916ed240a88,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_904876 has been used by 6 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $206.77 at JEWELRY WHOLESALE CO. | Large purchase on new device: $206.77 at JEWELRY WHOLESALE CO on device d_904876, 18.3h after it first appeared on this account (2026-06-10 03:49 UTC). That is 9x the account's median purchase of $22.86 over its 141 earlier purchases.",u_00576,2026-06-10T22:06:03Z,206.77,JEWELRY WHOLESALE CO,d_904876,
t_5bf084950c10add1,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_985129 has been used by 8 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $98.72 at PREPAID DEPOT.",u_00438,2026-06-11T00:15:44Z,98.72,PREPAID DEPOT,d_985129,
t_7dcbc355ad6f48ee,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 6 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $221.79 at LUXE ELECTRONICS OUTLET.",u_00576,2026-06-11T03:57:40Z,221.79,LUXE ELECTRONICS OUTLET,d_904876,
t_385432e33f70f320,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 9 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $371.71 at PREPAID DEPOT. | Large purchase on new device: $371.71 at PREPAID DEPOT on device d_985129, its first transaction on this account (2026-06-11 06:36 UTC). That is 23x the account's median purchase of $16.10 over its 536 earlier purchases.",u_01746,2026-06-11T06:36:10Z,371.71,PREPAID DEPOT,d_985129,
t_5e777b6bea402096,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_904876 has been used by 7 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $236.61 at RESELL MARKET 24. | Large purchase on new device: $236.61 at RESELL MARKET 24 on device d_904876, its first transaction on this account (2026-06-11 06:53 UTC). That is 8x the account's median purchase of $30.27 over its 80 earlier purchases.",u_01394,2026-06-11T06:53:02Z,236.61,RESELL MARKET 24,d_904876,
t_77180f6f3b2f5db4,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 9 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $335.36 at LUXE ELECTRONICS OUTLET. | Large purchase on new device: $335.36 at LUXE ELECTRONICS OUTLET on device d_985129, 5.9h after it first appeared on this account (2026-06-11 06:36 UTC). That is 21x the account's median purchase of $16.10 over its 536 earlier purchases.",u_01746,2026-06-11T12:27:55Z,335.36,LUXE ELECTRONICS OUTLET,d_985129,
t_590bb9771bb904dc,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_904876 has been used by 7 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $183.05 at GIFTCARDS EXPRESS. | Large purchase on new device: $183.05 at GIFTCARDS EXPRESS on device d_904876, 9.7h after it first appeared on this account (2026-06-11 06:53 UTC). That is 6x the account's median purchase of $30.27 over its 80 earlier purchases.",u_01394,2026-06-11T16:34:07Z,183.05,GIFTCARDS EXPRESS,d_904876,
t_4284899599ff295f,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 9 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $435.34 at GIFTCARDS EXPRESS. | Large purchase on new device: $435.34 at GIFTCARDS EXPRESS on device d_985129, 17.2h after it first appeared on this account (2026-06-11 06:36 UTC). That is 27x the account's median purchase of $16.10 over its 536 earlier purchases.",u_01746,2026-06-11T23:47:09Z,435.34,GIFTCARDS EXPRESS,d_985129,
t_763460506a5bf2b9,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 7 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $308.60 at GIFTCARDS EXPRESS.",u_01394,2026-06-12T07:08:56Z,308.6,GIFTCARDS EXPRESS,d_904876,
t_713a4ccfd562ac86,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_985129 has been used by 9 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $112.69 at RESELL MARKET 24.",u_01746,2026-06-12T07:45:52Z,112.69,RESELL MARKET 24,d_985129,
t_46d8bec87c12f5f0,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_985129 has been used by 9 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $162.50 at GIFTCARDS EXPRESS.",u_01746,2026-06-12T23:00:28Z,162.5,GIFTCARDS EXPRESS,d_985129,
t_54a04c440b3798f8,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 7 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $304.48 at LUXE ELECTRONICS OUTLET.",u_01394,2026-06-12T23:35:34Z,304.48,LUXE ELECTRONICS OUTLET,d_904876,
t_436deb60d75d9070,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_985129 has been used by 10 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $81.96 at LUXE ELECTRONICS OUTLET.",u_00009,2026-06-13T01:01:10Z,81.96,LUXE ELECTRONICS OUTLET,d_985129,
t_036a01e1d3fb2b7e,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 10 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $236.88 at RESELL MARKET 24. | Large purchase on new device: $236.88 at RESELL MARKET 24 on device d_985129, 10.4h after it first appeared on this account (2026-06-13 01:01 UTC). That is 7x the account's median purchase of $34.23 over its 76 earlier purchases.",u_00009,2026-06-13T11:22:54Z,236.88,RESELL MARKET 24,d_985129,
t_4c87621c65f741a0,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 7 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $394.99 at PREPAID DEPOT.",u_01394,2026-06-13T17:34:16Z,394.99,PREPAID DEPOT,d_904876,
t_207957dd4c2a3d3e,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 10 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $403.27 at JEWELRY WHOLESALE CO. | Large purchase on new device: $403.27 at JEWELRY WHOLESALE CO on device d_985129, 23.8h after it first appeared on this account (2026-06-13 01:01 UTC). That is 12x the account's median purchase of $34.23 over its 76 earlier purchases.",u_00009,2026-06-14T00:47:02Z,403.27,JEWELRY WHOLESALE CO,d_985129,
t_1f99fd5188833d37,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 7 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $444.61 at LUXE ELECTRONICS OUTLET.",u_01394,2026-06-14T12:03:05Z,444.61,LUXE ELECTRONICS OUTLET,d_904876,
t_2e69e1c76ef4e706,LARGE_PURCHASE_ON_NEW_DEVICE,"Large purchase on new device: $316.10 at PREPAID DEPOT on device d_899055, its first transaction on this account (2026-06-14 12:17 UTC). That is 19x the account's median purchase of $16.91 over its 141 earlier purchases.",u_00787,2026-06-14T12:17:48Z,316.1,PREPAID DEPOT,d_899055,
t_6f17f1566eb0a4f5,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_985129 has been used by 10 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $239.95 at GIFTCARDS EXPRESS.",u_00009,2026-06-14T15:44:11Z,239.95,GIFTCARDS EXPRESS,d_985129,
t_2f5dfd840078c0c8,LARGE_PURCHASE_ON_NEW_DEVICE,"Large purchase on new device: $367.37 at PREPAID DEPOT on device d_899055, 10.0h after it first appeared on this account (2026-06-14 12:17 UTC). That is 22x the account's median purchase of $16.91 over its 141 earlier purchases.",u_00787,2026-06-14T22:19:06Z,367.37,PREPAID DEPOT,d_899055,
t_5512caa05aad4b8c,LARGE_PURCHASE_ON_NEW_DEVICE,"Large purchase on new device: $189.68 at PREPAID DEPOT on device d_899055, 11.1h after it first appeared on this account (2026-06-14 12:17 UTC). That is 11x the account's median purchase of $16.91 over its 141 earlier purchases.",u_00787,2026-06-14T23:25:06Z,189.68,PREPAID DEPOT,d_899055,
t_54724a1c3c829397,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 7 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $374.08 at GIFTCARDS EXPRESS.",u_01394,2026-06-15T04:33:46Z,374.08,GIFTCARDS EXPRESS,d_904876,
t_2c1819586cc127e4,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 11 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $360.11 at GIFTCARDS EXPRESS. | Large purchase on new device: $360.11 at GIFTCARDS EXPRESS on device d_985129, its first transaction on this account (2026-06-15 08:14 UTC). That is 10x the account's median purchase of $35.81 over its 167 earlier purchases.",u_00691,2026-06-15T08:14:18Z,360.11,GIFTCARDS EXPRESS,d_985129,
t_5654787bd6e6f1af,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_985129 has been used by 11 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $94.39 at JEWELRY WHOLESALE CO.",u_00691,2026-06-15T16:49:09Z,94.39,JEWELRY WHOLESALE CO,d_985129,
t_7fb52f43a34569e7,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_904876 has been used by 7 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $243.38 at RESELL MARKET 24.",u_01394,2026-06-15T18:14:49Z,243.38,RESELL MARKET 24,d_904876,
t_3b1cf5cc58c3b849,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_985129 has been used by 11 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $99.95 at GIFTCARDS EXPRESS.",u_00691,2026-06-15T19:22:18Z,99.95,GIFTCARDS EXPRESS,d_985129,
t_5c167c19dcbb8c99,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_985129 has been used by 11 accounts that had never used it before, starting 2026-05-23. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $397.14 at JEWELRY WHOLESALE CO. | Large purchase on new device: $397.14 at JEWELRY WHOLESALE CO on device d_985129, 12.6h after it first appeared on this account (2026-06-15 08:14 UTC). That is 11x the account's median purchase of $35.81 over its 167 earlier purchases.",u_00691,2026-06-15T20:50:08Z,397.14,JEWELRY WHOLESALE CO,d_985129,
t_70bede7b4380398d,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 7 different merchants within 18 min ($24.96 so far). The burst ran to 16 charges and $37.92 by 21:53 UTC; its other charges are listed in related_txn_ids.,u_00331,2026-06-15T21:42:10Z,0.9,CLOUDHOST BASIC,d_000457,t_3ab01ad9db3cfa33;t_2192462bfb8a78a9;t_33ac7d4f8a55da92;t_7788405c70b7e17c;t_77d54a8a612faa50;t_41b29312352d6f3c;t_076df63564ff00b5;t_77f1d693e895d53f;t_305704447b5ea7bc;t_3fd48ca8ec652a94;t_4ae66918050c29ca;t_135b0e44bea0af33;t_73bc86deb748bacb;t_10910778458336d1;t_2ccea6a56630ecbb
t_04461d2ba89cd48f,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 5 different merchants within 17 min ($28.01 so far). The burst ran to 12 charges and $33.11 by 04:53 UTC; its other charges are listed in related_txn_ids.,u_01751,2026-06-16T04:49:25Z,3.99,ONLINE-MKT 8827,d_002454,t_0349e29ff311ed36;t_23fcf1da54879a13;t_67eb66ae784dc2e8;t_653e23ffa73f20da;t_7be2d45dab34deb5;t_786b9eabbf52c52f;t_713fd17a6aa58f38;t_6f687c5fd193b9f8;t_39b6399a4a67f65c;t_4590973e4a0f991a;t_5cc9a46d7bc4caa1
t_6693502fa17bbf2f,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 8 different merchants within 15 min ($28.86 so far). The burst ran to 13 charges and $37.70 by 09:31 UTC; its other charges are listed in related_txn_ids.,u_01516,2026-06-16T09:05:25Z,3.46,DIGITALGOODS LLC,d_002119,t_108b8bba0d33f218;t_4ea4cfc05fd5176a;t_43a4bcbbac8f4888;t_76f818b78e67bcd9;t_7a52a8836695bd10;t_02f38c863d12a830;t_02515f003fa130c1;t_2b53ae571cdace47;t_54657cb8ff9a8462;t_312b391e34dd50ae;t_12a94b9fb7e8e3a4;t_1cdbdd703448c19f
t_6348f883f2a89a4f,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_904876 has been used by 8 accounts that had never used it before, starting 2026-05-27. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $350.87 at RESELL MARKET 24. | Large purchase on new device: $350.87 at RESELL MARKET 24 on device d_904876, its first transaction on this account (2026-06-16 09:20 UTC). That is 41x the account's median purchase of $8.62 over its 71 earlier purchases.",u_01759,2026-06-16T09:20:10Z,350.87,RESELL MARKET 24,d_904876,
